Landgrabbed	Landgrabber	Base	Sector	Hectares	Production	Projected investment	Status of deal	Summary
Uganda	Egypt	Egypt	Government	800,000	Maize, wheat		Done	In August 2008, the Egyptian Agriculture Minister Amin Abaza confirmed to the Egyptian daily Al-Ahram that the Government of Uganda had agreed to allocate Egypt 800,000 ha in various parts of the country. He said that the Egyptian government had already identified seven private Egyptian companies that were prepared to start work on the project immediately, and that a delegation of government officials and businessmen would travel to Uganda in October 2008 to negotiate final details and prepare to start work on the first 80,000 ha.
Uganda	Icemark	Iceland	Agribusiness	270	Fruit		Done	Icemark, a leading fruit and vegetable supplier to European supermarkets, has three farms in Uganda that produce fruit for export.
Uganda	Mehta Group	India	Agribusiness	14,600	Sugar cane		Done	Originally the Mehta group was allocated land in the Mabira Forest. But heavy opposition brought forward an alternative plan to provide lands of the defunct Sango Bay Sugar factory in Rakai district.
Uganda	Wilmar International 	Singapore	Agribusiness	40,000	Oil palm		Done	Through a joint effort between the Government, IFAD, the World Bank and Wilmar's subsidiary Oil Palm Uganda Ltd, Wilmar has been allocated a total of 40,000 ha for nucleus oil-palm plantations in three different areas of Uganda.
Ukraine	Trigon Agri	Denmark	Agribusiness	55,000	Cereals		Done	Joakim Helenius, the fourth-richest man in Estonia and former investment banker with Goldman Sachs and Merrill Lynch, founded Trigon Capital as an Estonian-registered company in 1994. Trigon launched its Trigon Agri Fund, with registration in Denmark, in 2006. By January 2012, the fund had acquired over 170,000 ha of land for cereal farming in the Black Earth region of Russia and Ukraine, and several dairy farms in Estonia and Russia. It trades on the Nasdaq OMX Stockholm.
Ukraine	AgroGeneration	France	Agribusiness	51,000	Crops		Done	AgroGeneration is a French farmland investment fund created by businessman Charles Beigbeder. It has 51,000 ha of farmland under lease in Ukraine and says that it plans to double this amount by 2014. In 2011, the company said that it was pursuing the acquisition of 50,000 ha of farmland in Argentina with an unnamed partner following the completion of trials on 700 ha. 
Ukraine	Bärnstädt eG	Germany	Agribusiness	8,000	Hops, maize, oilseed rape, sugar beet, wheat, wine, winter barley		Done	Barnstädt eG is a German agricultural company, based in Saxony-Anhalt.
Ukraine	Sustainable Bio Energy Holding GmbH	Germany	Agribusiness	11,600	Rapeseed, soybeans, wheat		Done	Sustainable Bio Energy Holding GmbH is majority-owned by two German municipal utility companies, Stadtwerke Uelzen (37.5%) and Stadtwerke Schwäbisch Hall (37.5%). It controls 11,600 ha of farmland in Ukraine.
Ukraine	Ukrainian Agrarian Investments	Russia	Agribusiness	250,000	Crops		Done	Ukrainian Agrarian Investments (UAI) is a Cyprus-based company controlled by Moscow investment bank Renaissance Capital, which was taken over by Russian billionaire Mikhail Prokhorov in 2008. The European Bank for Reconstruction and Development provided the company with loan facilities worth a total of US$60 million.
Ukraine	Alpcot Agro	Sweden	Agribusiness	92,500	Wheat		Done	Alpcot Agro is a Swedish company established in 2006 to acquire farmland in Russia and Ukraine. In December 2011, the company purchased another major Ukraine farmland operator, UK-based Landkom, giving it control of a further 74,000 ha in Ukraine and pushing its total landbank to over 270,000 ha, The company says that it will launch an IPO on the London Stock Exchange.
Ukraine	Continental Farmers Group	UK 	Agribusiness	21,000	Maize, potatoes, spring wheat, sugar beet		Done	Continental Farmers Group is listed on the London Stock Exchange but is controlled by two Irish companies, the agribusiness giant Origin Enterprises (24.2%) and Davy Crest Nominees (13.5%), a fund controlled by Davy Stockbrokers of Dublin. Continental began by investing in farmland in Poland and then expanding into Ukraine in 2006. In 2008-9, it raised €20 million in equity funding from investors such as BlackRock for its Ukrainian operations, which covered 21,000 ha by 2012.
Ukraine	Aslan Global Management	US	Agribusiness	8,500	Cereals		Done	Aslan was created by Jes Tarp and Paul Larsen of the US after their experience in setting up farms with other foreign investors in Ukraine. In 2008, they merged four of their Ukrainian farms into a single operation, called Alpha Farm, covering a total of 8,750 ha. In 2009 Tarp and Larsen formed Aslan Global Management to expand their farming operations into Africa. In Mozambique, they established a subsidiary, Rei do Agro Ltda, and acquired a lease on 10,000 ha of land, where they are cultivating 2,000 ha of soybeans and maize. In July 2011, The Guardian (Tanzania) reported that Aslan had acquired 42,000 ha for cash-crop production in Morogoro Region of Tanzania.
Ukraine	Grain Alliance	US	Agribusiness	40,000	Barley, maize, soybeans, sunflowers, wheat		Done	Grain Alliance was formed in December 2009 from the merger of Harvest Moon East, a Ukraine farmland operator controlled by US entrepreneur Alex Oronov, and a Swedish-Ukrainian team of businessmen. The company controls 40,000 ha in Kyiv, Cherkassy, Poltava and Chernigiv regions.
Ukraine	Kyiv-Atlantic Ukraine	US	Agribusiness	10,000	Crops		Done	US farmer David Sweere established Kyiv-Atlantic Ukraine in the early 1990s, but the company did not get involved in farming in Ukraine until 2000, when it created a subsidiary, Atlantic Farms, and took over three bankrupt farms. In 2006, the company signed a deal with the European Bank of Reconstruction and Development and three wealthy Danish agribusiness families to restructure the company and inject new funds, allowing the company to expand its farm holdings to 10,000 ha of cropland and 4,000 head of cattle.
Ukraine	NCH Capital	US	Finance	450,000	Crops		Done	NCH Capital manages over US$3 billion from university endowments, corporate and state pension funds, foundations, and family investment offices. It has a US$1.4-billion agribusiness fund focused on acquiring farms in eastern Europe. In Ukraine, NCH controls and operates a portfolio of over 450,000 ha under long-term lease arrangements (15-20 year periods). In Russia, NCH has acquired around 250,000 ha.
Uruguay	El Tejar	Argentina	Agribusiness	160,000	Cereals		Done	El Tejar began as an association of Argentine cattle farmers in the 1980s, but then became involved in grain production in the 1990s. By the end of the decade it was one of the largest soybean producers in the country, farming on rented land. After 2006, foreign investors entered the company, such as London-based hedge fund Altima Partners, which now owns 40% of the company, the World Bank's International Finance Corporation and US private equity firm Capital Group, and El Tejar started to acquire its own farms in Argentina, Uruguay and Brazil, where it is now the largest farm operator. In 2006, El Tejar was farming around 200,000 ha, and today they are farming close to 800,000 ha. The company intends to launch an IPO on New York or São Paulo stock exchange to access more capital to expand its landholdings.
Uruguay	Hillock Capital Management	Argentina	Finance	9,000	Crops		Done	Hillock is a company based in Argentina that provides investment opportunities for local and foreign investors to acquire farms in Argentina and Uruguay. It manages 36,000 ha of farmland, around 9,000 ha in Uruguay..
Uruguay	Los Grobo	Argentina	Agribusiness	76,300	Soybeans		Done	Los Grobo is owned by Argentina's Grobocopatel family, the second-largest soybean producers in the country, with over 120,000 ha under production. The company has recently focused on expansion in other Latin American countries, such as Uruguay, with soybeans planted on 76,300 ha, and Paraguay, where it plants soybeans on 22,000 ha. In Brazil, Los Grobo had 60,000 ha under production by 2011, and says that it plans to triple its land holdings over the next few years by way of a joint venture company called LG Agronegócios & Participações SA, which will involve Brazil’s Grupo Vinci Partners, an investment company set up by former Banco Pactual SA parter Gilberto Sayao.
Uruguay	Ingleby Company	Denmark	Finance	20,110	Barley, cattle, maize, soybeans, wheat		Done	The Ingleby Company, which is owned by the Rausing family, has farmland investments in Argentina, Romania, USA, Uruguay, New Zealand and Australia.
Uruguay	Calyx Agro	France	Finance	13,592	Soybeans, wheat		Done	Calyx Agro was established by Louis Dreyfus Commodities as a fund to purchase and turn over farmland in the Southern Cone of Latin America. Other key investors are PineBridge Investments (subsidiary of the Hong Kong-based Pacific Century Group), TRG Management, Worldstar Ltd, Pictet Private Equity Investors and Solvia Investment Management. In 2011, the World Bank's International Finance Corporation rejected an application from Calyx Agro to finance its activities.
